,WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT
402,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,36.14281703
403,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.83670578
404,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.26971982
405,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,37.08618354
406,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,42.04918878
407,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,42.63915065
408,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,48.65829967
409,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,44.85515562
410,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,43.34452448
411,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,44.47816326
412,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,46.18816866
413,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,46.70952564
414,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,49.02326755
415,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,49.81732254
416,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,48.51859894
417,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,49.30772464
418,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,50.88983343
419,84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,51.09699435
420,90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,54.00063521
421,90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,52.23698767
422,90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,50.85526817
423,90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,49.56003698
424,90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,50.17772369
425,ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ac:64:62:8e:6b:6a,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:62,-82,-85,-87,-92,-92,43.82012238
426,ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ac:64:62:8e:6b:6a,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:62,-82,-85,-87,-92,-92,37.69060447
427,ac:64:62:8e:6b:6a,84:16:f9:c8:c9:c8,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-84,-90,-91,-91,-91,37.09931443
428,ac:64:62:8e:6b:6a,84:16:f9:c8:c9:c8,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-84,-90,-91,-91,-91,38.60484722
445,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,34.81851314
446,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.36372633
447,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,38.99561461
448,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.49637897
449,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.82048715
450,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,36.89063493
451,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.67780831
452,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,36.28980338
453,ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,36.3458391
454,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-60,-60,-61,-61,-61,38.56451005
455,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-60,-60,-61,-61,-61,39.23325647
456,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,38.86707993
457,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,40.21365668
458,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,38.37389936
459,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,37.50580684
460,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,36.44582579
461,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,38.55557797
462,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,39.24963301
463,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,36.54955366
464,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,37.60143021
465,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,36.50275902
466,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,34.67844406
467,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,35.76545605
468,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,35.4579709
469,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,36.40937151
470,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,34.80480938
471,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,36.19024911
472,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,36.559455
473,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,37.774041
474,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,39.6449298
475,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,41.18164169
476,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,41.03324324
477,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,40.50928683
478,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,42.72446469
479,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,43.07619804
480,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,43.23345878
481,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,43.48013308
482,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,43.17540928
483,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,42.91258545
484,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,39.0742701
485,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,36.36947412
486,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,35.97777804
487,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,37.69284723
488,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,37.48367809
489,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,39.71012058
490,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,42.61883948
491,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,47.16517736
492,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,46.09015611
493,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,48.92851929
494,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,51.72855364
495,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,47.13247257
496,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,43.8024128
497,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,43.99102275
498,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,41.58216611
539,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,-50,-59,-60,-60,-60,34.13249331
540,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,-50,-59,-60,-60,-60,34.15263304
541,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-47,-49,-49,-49,-49,34.61676875
542,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,-50,-52,-53,-53,-55,35.07541923
543,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-53,-53,-53,-53,-54,35.88248677
544,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-58,-60,-60,-60,-60,36.14853459
545,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,-54,-59,-59,-59,-60,35.97725383
546,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-61,-62,-62,-62,34.5175878
547,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-61,-62,-62,-62,34.77515319
548,f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,-54,-67,-69,-69,-69,34.87181815
549,f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,-54,-67,-69,-69,-69,40.60850326
550,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-57,-61,-61,-61,-62,40.66425387
551,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,-55,-55,-55,-56,-57,40.2193024
552,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,-55,-55,-55,-56,-57,38.89855126
553,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-55,-57,-57,-57,-57,38.16375464
554,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,-53,-54,-55,-55,-55,35.61193908
555,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,-53,-54,-55,-55,-55,36.57072891
556,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:a3:26,-57,-57,-57,-57,-60,35.56542442
557,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:a3:26,-57,-57,-57,-57,-60,31.35272666
558,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-52,-52,-52,-52,-60,32.59339608
