WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT,LOCATION
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,39.61869343,outdoor
ec:08:6b:8a:63:27,84:16:f9:c8:c6:66,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-85,-86,-89,-89,-89,38.59424658,outdoor
f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:22,84:16:f9:c8:c9:c8,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,-69,-70,-72,-73,-73,37.7639684,outdoor
f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:22,84:16:f9:c8:c9:c8,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,-69,-70,-72,-73,-73,36.0771167,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,ec:08:6b:8a:63:27,84:16:f9:c8:c6:67,90:f6:52:60:d8:be,-87,-87,-89,-91,-97,40.70506683,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,ec:08:6b:8a:63:27,84:16:f9:c8:c6:67,90:f6:52:60:d8:be,-87,-87,-89,-91,-97,28.76610452,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-87,-87,-89,-89,-89,35.04344054,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,30.53386871,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,27.29432922,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,33.90600158,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,32.39919011,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,31.73682521,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.81422165,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.43732099,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.8158766,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,36.75537568,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,36.14281703,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.83670578,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,34.26971982,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,37.08618354,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,42.04918878,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,42.63915065,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,48.65829967,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,44.85515562,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,43.34452448,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,44.47816326,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,46.18816866,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,46.70952564,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,49.02326755,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,49.81732254,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,48.51859894,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,49.30772464,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,50.88983343,outdoor
84:16:f9:c8:c6:66,84:16:f9:c8:c9:c9,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-83,-87,-89,-89,-89,51.09699435,outdoor
90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,54.00063521,outdoor
90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,52.23698767,outdoor
90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,50.85526817,outdoor
90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,49.56003698,outdoor
90:f6:52:60:d8:be,f4:2e:7f:79:a0:22,f4:2e:7f:79:a4:63,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:23,-84,-84,-85,-85,-85,50.17772369,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ac:64:62:8e:6b:6a,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:62,-82,-85,-87,-92,-92,43.82012238,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ac:64:62:8e:6b:6a,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:62,-82,-85,-87,-92,-92,37.69060447,outdoor
ac:64:62:8e:6b:6a,84:16:f9:c8:c9:c8,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-84,-90,-91,-91,-91,37.09931443,outdoor
ac:64:62:8e:6b:6a,84:16:f9:c8:c9:c8,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-84,-90,-91,-91,-91,38.60484722,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,35.59423013,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,36.07641968,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,37.98725115,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,41.54474921,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,41.97625061,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,42.2306131,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,40.79739563,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,43.21830232,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,38.85383486,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,38.16179225,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,36.13767282,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,33.96646619,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,33.96646619,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,37.51454308,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,35.68349433,outdoor
ec:08:6b:8a:63:26,84:16:f9:c8:c9:c8,ec:08:6b:8a:63:27,,,-82,-85,-94,,,35.9148332,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,34.81851314,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.36372633,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,38.99561461,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.49637897,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.82048715,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,36.89063493,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,35.67780831,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,36.28980338,outdoor
ec:08:6b:8a:63:26,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,-74,-77,-77,-77,-77,36.3458391,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-60,-60,-61,-61,-61,38.56451005,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-60,-60,-61,-61,-61,39.23325647,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,38.86707993,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,40.21365668,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,38.37389936,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,37.50580684,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,36.44582579,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,38.55557797,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,39.24963301,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,36.54955366,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,37.60143021,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,36.50275902,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,-55,-55,-56,-56,-56,34.67844406,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,35.76545605,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,35.4579709,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,36.40937151,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,34.80480938,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,36.19024911,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,36.559455,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,37.774041,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,39.6449298,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,41.18164169,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,41.03324324,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,40.50928683,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,42.72446469,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,43.07619804,outdoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,-73,-73,-73,-73,-73,43.23345878,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,43.48013308,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,43.17540928,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,42.91258545,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-69,-70,-70,-70,39.0742701,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,36.36947412,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,35.97777804,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,37.69284723,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,37.48367809,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,39.71012058,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,42.61883948,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,47.16517736,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,46.09015611,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,48.92851929,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,51.72855364,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,47.13247257,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,43.8024128,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,43.99102275,outdoor
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-73,-73,-73,-73,-74,41.58216611,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,42.08643856,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,41.47775371,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,41.39827606,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,46.52015167,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,45.3467193,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,43.81858463,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,42.59480321,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,39.13563934,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,37.40589919,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,37.46129187,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,39.295255,outdoor
f0:5c:19:23:03:80,,,,,-95,,,,,40.56878773,outdoor
,,,,,,,,,,41.94430773,outdoor
,,,,,,,,,,42.96180342,outdoor
,,,,,,,,,,47.70645153,outdoor
,,,,,,,,,,51.3059289,outdoor
,,,,,,,,,,46.81119094,outdoor
,,,,,,,,,,44.34882316,outdoor
,,,,,,,,,,41.67367649,outdoor
,,,,,,,,,,41.50053093,outdoor
,,,,,,,,,,38.90832387,outdoor
,,,,,,,,,,38.58471238,outdoor
,,,,,,,,,,42.68209353,outdoor
,,,,,,,,,,39.84713834,outdoor
,,,,,,,,,,32.70159643,outdoor
,,,,,,,,,,32.21683471,outdoor
,,,,,,,,,,33.47408921,outdoor
,,,,,,,,,,34.45489118,outdoor
,,,,,,,,,,38.94282135,outdoor
ac:64:62:8e:6b:6a,,,,,-93,,,,,50.05090182,outdoor
ac:64:62:8e:6b:6a,,,,,-93,,,,,51.47097938,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,46.93465475,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,46.08289067,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,44.83742606,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,43.85897421,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,42.81019896,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,42.90833395,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,41.5136858,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,41.64321345,outdoor
ac:64:62:8e:6b:6a,ec:08:6b:8a:63:26,84:16:f9:c8:c6:66,ec:08:6b:8a:63:27,,-86,-89,-92,-95,,39.75039615,outdoor
