WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT,LOCATION,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:70,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,-69,-78,-78,-79,-79,38.39348026,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:70,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,-69,-78,-78,-79,-79,38.20588244,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:70,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,-69,-78,-78,-79,-79,38.02829051,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,-65,-66,-66,-66,-66,38.24522699,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,-65,-66,-66,-66,-66,39.46700096,outdoor,
f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,-65,-66,-66,-66,-66,39.52883207,outdoor,
f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,-53,-53,-53,-54,-54,46.59629646,outdoor,
f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,-53,-53,-53,-54,-54,46.51447292,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:72,-54,-54,-54,-54,-57,42.03999967,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-52,-55,-55,-56,-56,46.89692196,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-52,-55,-55,-56,-56,50.90278725,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-50,-50,-50,-51,-52,52.49668191,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-50,-50,-50,-51,-52,46.07431264,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:72,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:32,-41,-59,-64,-64,-67,52.40984633,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:65,f4:2e:7f:79:a0:22,-38,-50,-50,-51,-80,39.78605658,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:65,f4:2e:7f:79:a0:22,-38,-50,-50,-51,-80,40.81571371,outdoor,
f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:72,-40,-40,-41,-41,-43,32.24388834,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:73,-49,-53,-53,-53,-55,28.52398957,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:73,-49,-53,-53,-53,-55,28.10518942,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-43,-44,-45,-45,-45,31.97011792,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:72,f4:2e:7f:79:a0:22,-50,-51,-52,-56,-73,34.75672463,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:73,-52,-53,-53,-53,-57,37.48018682,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:73,-52,-53,-53,-53,-57,43.20429757,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:73,-51,-52,-52,-53,-64,47.86029576,outdoor,
f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:72,-58,-59,-59,-60,-61,52.50619616,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,-63,-70,-71,-71,-71,57.10452912,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,-63,-70,-71,-71,-71,47.66240995,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,-52,-53,-53,-53,-53,49.26969338,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,-52,-53,-53,-53,-53,40.01430713,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-57,-58,-58,-58,-58,41.54272027,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-61,-62,-62,-62,-63,41.44534564,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-61,-62,-62,-62,-63,41.56527834,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-56,-56,-56,-56,-57,39.51889784,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,-51,-57,-57,-57,-58,39.55284582,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:63,-51,-57,-57,-57,-58,42.24033873,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,f4:2e:7f:79:a0:24,-52,-52,-52,-53,-80,38.05744206,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,f4:2e:7f:79:a0:24,-52,-52,-52,-53,-80,38.0644627,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-61,-63,-63,-63,-64,41.04160487,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-52,-52,-53,-58,-58,44.41798644,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-52,-52,-53,-58,-58,74.98138441,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-55,-55,-55,-55,-55,34.01305184,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:65,-55,-57,-57,-57,-58,37.58297948,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:65,-55,-57,-57,-57,-58,40.45508788,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-48,-48,-48,-48,-49,36.93180543,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-48,-48,-48,-48,-49,35.96648627,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-40,-42,-42,-42,-42,32.32244732,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,-44,-44,-44,-45,-45,38.56243986,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-61,-61,-61,-62,-64,39.90284221,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-43,-49,-49,-49,-49,33.98420079,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-45,-57,-57,-57,-57,31.73360567,outdoor,
,,,,,,,,,,36.8459764,outdoor,
f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:72,-45,-45,-45,-46,-54,36.69820902,outdoor,
f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:62,-44,-45,-46,-46,-46,36.74365678,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-53,-79,-80,-80,-80,37.34076217,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-53,-79,-80,-80,-80,34.58933534,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-43,-43,-44,-44,-49,31.91001638,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:65,-45,-45,-45,-45,-47,33.72906071,outdoor,
f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:73,-47,-48,-48,-49,-50,33.1865363,outdoor,
f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:73,-47,-48,-48,-49,-50,31.14526884,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-62,-63,-63,-63,-63,29.39688555,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:36,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:34,-60,-87,-88,-88,-89,29.30571742,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:36,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:34,-60,-87,-88,-88,-89,29.40246285,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:73,-55,-59,-59,-59,-61,29.46340794,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-61,-61,-61,-61,-61,40.02884702,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,,-49,-75,-75,-77,,42.02017744,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,,-49,-75,-75,-77,,31.68759053,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-56,-56,-56,-56,-56,31.13240178,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-59,-59,-59,-59,-59,31.25535696,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-59,-59,-59,-59,-59,31.24185148,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-58,-60,-60,-60,-60,42.94828348,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-50,-50,-50,-50,-51,40.42926404,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-50,-50,-50,-50,-51,41.28154275,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:73,-52,-52,-52,-52,-59,39.14805319,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-56,-56,-56,-56,-57,38.26161646,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:72,-56,-56,-56,-56,-57,38.62070478,outdoor,
f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:62,-56,-56,-56,-56,-56,42.9273579,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:73,-54,-56,-56,-57,-58,38.71458658,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a0:24,-78,-78,-78,-78,-79,38.92022371,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a0:24,-78,-78,-78,-78,-79,47.28977431,outdoor,
7a:7d:48:12:93:e7,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-72,-72,-73,-73,48.11742534,outdoor,
7a:7d:48:12:93:e7,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:66,-69,-72,-72,-73,-73,46.62549744,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:75,7a:7d:48:12:93:e7,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:76,-72,-72,-72,-73,-73,46.04719312,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d4,-61,-84,-84,-85,-85,41.72474208,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:76,-59,-59,-60,-60,-60,37.60460346,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:66,-59,-62,-63,-63,-63,38.35194365,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:72,-57,-57,-58,-58,-64,37.58231201,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,-59,-63,-63,-63,-63,37.81371382,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:70,-53,-53,-53,-53,-53,39.79423394,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:70,-53,-53,-53,-53,-53,45.54116066,outdoor,
f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,f4:2e:7f:79:a4:75,f4:2e:7f:79:a4:76,f4:2e:7f:79:a4:70,-53,-53,-53,-53,-53,36.88726623,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:63,f4:2e:7f:79:a4:66,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,-87,-90,-91,-92,-92,52.50555914,outdoor,
f4:2e:7f:79:a4:72,,,,,-88,,,,,51.90601718,outdoor,
f4:2e:7f:79:a4:72,,,,,-91,,,,,49.95683928,outdoor,
f4:2e:7f:79:a4:72,,,,,-91,,,,,48.75546594,outdoor,
f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:63,7a:7d:48:12:93:e7,-83,-84,-84,-86,-86,41.34665227,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-56,-56,-56,-56,-56,35.45045302,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-53,-53,-53,-53,-53,34.54710644,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-51,-51,-51,-51,-51,37.69718988,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-51,-51,-51,-51,-51,37.78156179,outdoor,
f4:2e:7f:79:a0:26,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-51,-51,-51,-51,-51,36.70756811,outdoor,
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:25,f4:2e:7f:79:a0:24,f4:2e:7f:79:9c:d4,-64,-65,-65,-66,-67,37.89937721,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:36,f4:2e:7f:79:a0:30,-60,-60,-60,-60,-61,34.70924326,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:36,f4:2e:7f:79:a0:30,-60,-60,-60,-60,-61,35.55504542,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:35,-59,-62,-62,-62,-62,37.03516923,outdoor,
f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d6,f4:2e:7f:79:9c:c2,-58,-59,-59,-59,-59,37.92580519,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,-51,-56,-56,-56,-56,37.42560492,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c5,f4:2e:7f:79:9c:c6,f4:2e:7f:79:9c:c4,-44,-45,-45,-45,-46,46.74978066,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,-57,-59,-60,-60,-60,44.39316585,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,-57,-59,-60,-60,-60,44.55349499,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,f4:2e:7f:79:a0:36,-52,-52,-52,-52,-52,43.95003933,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,f4:2e:7f:79:a0:36,-52,-52,-52,-52,-52,44.49260933,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-48,-48,-48,-48,-48,47.30895225,outdoor,
f4:2e:7f:79:a0:36,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-50,-51,-51,-51,-51,48.57883362,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-51,-51,-51,-51,-51,39.25264347,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-46,-47,-47,-47,-47,35.82620675,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-46,-47,-47,-47,-47,33.82900728,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-59,-60,-61,-61,-61,42.32129825,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-50,-50,-50,-50,-50,51.8574801,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-50,-50,-50,-50,-50,55.32436534,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-53,-53,-54,-54,-54,53.46366547,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-52,-52,-52,-53,-53,37.30323705,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,-52,-52,-52,-53,-53,29.473796,outdoor,
f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,f4:2e:7f:79:9c:d2,-56,-56,-56,-57,-58,52.02839472,outdoor,
f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,f4:2e:7f:79:a0:30,f4:2e:7f:79:9c:d3,-52,-52,-52,-52,-53,53.04689571,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,f4:2e:7f:79:a0:36,-53,-53,-53,-53,-53,35.65634244,outdoor,
f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,f4:2e:7f:79:a0:36,-53,-53,-53,-53,-53,29.37230602,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-53,-53,-53,-53,-53,35.19666947,outdoor,
f4:2e:7f:79:a0:30,f4:2e:7f:79:a0:32,f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,-53,-53,-53,-53,-53,31.93890844,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d6,-53,-56,-56,-57,-57,34.91801922,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,-50,-50,-50,-51,-51,42.04765015,outdoor,
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,-50,-50,-50,-51,-51,49.02006525,outdoor,
